moduleTitle;packLabel;sourceDocument;name;type;cost;quantity;reference;state;img;uuid;path
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Tough Flesh;armor;;;;active;icons/commodities/leather/fur-brown.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.eTLuL3k7EKxwVqAo;actors.4.items.7
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Witch Gown;armor;;;;active;icons/equipment/chest/robe-layered-blue.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.8z3RelHaxnl6CCx3;actors.23.items.6
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Witch Gown;armor;;;;active;icons/equipment/chest/robe-layered-blue.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.ofHnmJxX7T7P4eSI;actors.64.items.19
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Wolf Hide;armor;;;;active;icons/commodities/leather/fur-brown.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.4mkox9aaCZMauiN2;actors.57.items.6
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Woven Silk;armor;;;;active;icons/equipment/chest/coat-collared-red-gold.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.wbfLUZGdHMe7M3oK;actors.29.items.2
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Woven Silk;armor;;;;active;icons/equipment/chest/coat-collared-red-gold.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.4zLVMd6U6IT7Vssp;actors.35.items.5
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Woven Silk;armor;;;;active;icons/equipment/chest/coat-collared-red-gold.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.Njqu8zO42qosezUf;actors.49.items.2
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;"""Lucky Dice""";equipment;;1;;other;icons/sundries/gaming/dice-pair-white-green.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.xsOIx7hSlFBeS1M6;actors.22.items.4
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;A Leather Braid;equipment;;1;;other;icons/commodities/leather/leather-scraps-tan.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.JRqBmqRr1tDhGgxi;actors.10.items.8
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Belt pouch;equipment;;1;;other;icons/containers/bags/pouch-leather-simple-tan.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.lhQOGlO8La7qDHXD;actors.10.items.7
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Belt pouch;equipment;5 ortegs;1;;active;icons/containers/bags/pouch-leather-simple-tan.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.wKVExoJmnNx3UelU;actors.31.items.3
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Black Root;equipment;6 ortegs;1;;other;icons/consumables/plants/dried-herbs-leaves-brown.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.HUpSxXilTMrAG0Ak;actors.2.items.2
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Blood Shrouding - Ritual Book;equipment;;1;;other;icons/sundries/books/book-reye-reptile-brown.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.wYZShNtYGMF2sO3q;actors.0.items.8
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Book of Prayers;equipment;;1;;other;icons/sundries/books/book-black-grey.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.1gbHXimb6jDhZDFv;actors.32.items.3
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Break Link - Ritual Book;equipment;;1;;other;icons/sundries/books/book-reye-reptile-brown.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.dzLzIinHcHiwW6NQ;actors.0.items.9
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Cloak;equipment;2–6 ortegs;1;;active;icons/equipment/back/cloak-brown.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.KFPDkruPnfY6dTOr;actors.28.items.3
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Cloak;equipment;2–6 ortegs;1;;active;icons/equipment/back/cloak-brown.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.PU7oOdng2XDvaG1a;actors.29.items.3
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Concentrated Magic;equipment;1 thaler;1;;other;icons/tools/laboratory/bowl-liquid-orange.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.ICKFdCo9OWc5fEr1;actors.15.items.9
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Concentrated Magic;equipment;1 thaler;1;;other;icons/tools/laboratory/bowl-liquid-orange.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.wvALt5tPxb68EG4R;actors.23.items.10
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Disguise Kit;equipment;10 thaler;1;;other;icons/containers/bags/pouch-leather-silver-brown.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.HIjX5bmjEUtTMMTE;actors.41.items.18
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Elemental Essence (Acid);equipment;2 thaler;3;;other;icons/consumables/potions/bottle-round-corked-orante-red.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.OI2AP6VLsN4tUVsU;actors.23.items.8
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Elixir of Life;equipment;6 thaler;1;;other;icons/consumables/potions/potion-tube-corked-glowing-red.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.IruU9cZ6TXr685mT;actors.23.items.9
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Feather Veil;equipment;;1;;other;icons/equipment/back/cloak-fur-brown.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.3a2alVTZecwyAkMn;actors.64.items.20
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Field equipment;equipment;5 shillings;1;;other;icons/containers/bags/pack-canvas-white-brown.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.NRlR2ZemTqhYHtgg;actors.23.items.11
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Field equipment;equipment;5 shillings;1;;other;icons/containers/bags/pack-canvas-white-brown.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.CtR268l1oyBRK0Vc;actors.30.items.8
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Field equipment;equipment;5 shillings;1;;other;icons/containers/bags/pack-canvas-white-brown.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.KvnA3L9TyCXx2RAh;actors.61.items.9
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Fire Dye;equipment;;1;;other;icons/consumables/potions/bottle-bulb-corked-glowing-red.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.2Jb93JRFIeGYgiKM;items.0
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Flagellant whip;equipment;;1;;other;icons/weapons/misc/whip-red-yellow.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.3ljNpyijw4LwfvJk;actors.60.items.10
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Fullangra's Chest;equipment;;1;;other;icons/containers/chest/chest-simple-box-steel-brown.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.cxiOUaenEVfXFE26;items.7
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Ghastly Mask;equipment;5–10 ortegs;1;;active;icons/equipment/head/mask-carved-scream-tan.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.gPIzknhweU8ZED8R;actors.29.items.4
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Ghost Candle;equipment;2 thaler;1;;other;icons/sundries/lights/candle-unlit-red.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.czCOeWEksIxppAiP;actors.15.items.8
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Hat;equipment;2–4 ortegs;1;;active;icons/equipment/head/hat-tricorn-brown.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.idiMlMZY8tSf7Y1u;actors.56.items.5
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Herbal Cure;equipment;1 thaler;2;;other;icons/tools/laboratory/bowl-powder-purple.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.cAzjzVpN8Ty5p5K2;actors.40.items.8
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Herbal Cure;equipment;1 thaler;5;;other;icons/tools/laboratory/bowl-powder-purple.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.hnhmnCHShTXmhMOi;actors.49.items.9
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Herbal Cure;equipment;1 thaler;3;;other;icons/tools/laboratory/bowl-powder-purple.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.z2alJmo1veU588jZ;actors.63.items.20
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Interrogation Tools;equipment;;1;;other;icons/tools/hand/wrench-steel-grey.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.vRhxDh0SpeBa5TEK;actors.1.items.11
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Interrogation Tools;equipment;;1;;other;icons/tools/hand/wrench-steel-grey.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.ojtHwkPP2PV0gUIP;actors.16.items.10
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Interrogation Tools;equipment;1 thaler;1;;other;icons/tools/hand/hammer-and-nail.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.DP4QW4x97zY5l53R;actors.32.items.4
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Interrogation Tools;equipment;;1;;other;icons/tools/hand/wrench-steel-grey.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.zeg5Ue4JapYRzSE1;actors.70.items.16
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Jug of Liquor;equipment;3 thaler;1;;other;icons/containers/kitchenware/jug-clay-brown-sealed.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.H22xkG34JmmD2i5D;actors.62.items.6
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Lucky Charm;equipment;1D10 thaler;1;;other;icons/equipment/neck/pendant-simple-claw.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.IPYadM1tCk8ycemI;actors.37.items.3
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Map of the Area;equipment;;1;;other;icons/sundries/documents/parchment-plain-tan.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.MTgrNROg46zHGxBG;actors.40.items.9
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Mask;equipment;5–10 ortegs;1;;active;icons/equipment/head/mask-carved-scream-tan.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.x03GvZeAse1nm5Ji;actors.28.items.2
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Moderate  Purple Sap;equipment;8 thaler;1;;other;icons/consumables/potions/potion-vial-corked-purple.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.u6aF3ASrTH6Lv3Sg;items.1
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Moderate Poison;equipment;4 thaler;3;;other;icons/consumables/potions/potion-bottle-skull-label-poison-teal.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.P0oXSDK8qzhAZRlV;actors.34.items.12
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Monster Mask;equipment;5–10 ortegs;1;;active;icons/equipment/head/mask-carved-scream-tan.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.14hyFztp0WNAtlI5;actors.35.items.6
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Monster Mask;equipment;5–10 ortegs;1;;active;icons/equipment/head/mask-carved-scream-tan.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.x03GvZeAse1nm5Ji;actors.46.items.2
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Pixie Dust;equipment;;3;;other;icons/magic/light/hand-sparks-glow-yellow.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.YkoKoGUUkGsGCtjG;actors.1.items.9
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Pixie Dust;equipment;;1;;other;icons/magic/light/hand-sparks-glow-yellow.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.niI5UMMjugKFzCMo;items.2
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Protective Amulet;equipment;;1;;other;icons/equipment/neck/choker-simple-bone-skull.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.1fUlEjkbBPkVJKQF;actors.22.items.3
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Quiver;equipment;1 shilling;1;;active;icons/containers/ammunition/arrows-quiver-black.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.jQiHEOWhm7wr0ZRy;actors.49.items.8
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Rattle Wand;equipment;;1;;other;icons/commodities/bones/skull-bird-brown.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.tW2ummVFa28h5UMB;actors.15.items.10
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Sack;equipment;2 ortegs;1;;other;icons/containers/bags/sack-leather-blue-brown.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.JI7MQ9QFKy8ubovA;actors.44.items.5
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Scrolls (on area of expertise);equipment;;1;;other;icons/sundries/documents/parchment-plain-tan.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.vxnXSlLbINq4rxM6;actors.49.items.10
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Shackles and Chains;equipment;;1;;other;icons/commodities/metal/chain-steel.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.O7RhFMGB0eMv4XFF;actors.1.items.10
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Shackles and Chains;equipment;;1;;other;icons/commodities/metal/chain-steel.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.lVr50gBKitMtcFAQ;actors.16.items.9
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Silver Coins;equipment;;8;;other;icons/commodities/currency/coin-inset-compass-silver.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.DeSNiL9PcKUlkMKU;actors.61.items.10
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Strong Purple Sap;equipment;12 thaler;1;;other;icons/consumables/potions/potion-vial-corked-labeled-purple.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.lNHUxgfYtxTXX1x2;items.3
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Sun mask;equipment;;1;;other;icons/equipment/head/mask-carved-scream-tan.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.04AWgFmDjoaf2mnU;actors.63.items.21
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Sun Symbol;equipment;;1;;other;icons/magic/light/explosion-star-glow-blue-purple.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.NNnHvnN62W76Htkk;actors.70.items.17
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbol of Dead Prios;equipment;;1;;other;systems/symbaroum/asset/image/equipment.png;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.zk7wjtBkOhWEfDJ9;actors.60.items.9
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Tankard;equipment;1 orteg;1;;other;icons/containers/kitchenware/stein-empty.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.X5nUFq9mzZDUhuKU;actors.24.items.6
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Terato’s Draught;equipment;;1;;other;icons/consumables/potions/bottle-bulb-empty-glass.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.8jHiuZTDOoAyLy1b;items.4
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Terato’s Draugtht;equipment;;3;;other;icons/consumables/potions/bottle-bulb-empty-glass.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.9rjP3gccznMLBM4q;actors.35.items.7
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;The Bell of Kastor;equipment;;1;;other;icons/tools/instruments/bell-brass-brown.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.hPfLIUALE98zLvhz;items.9
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;The Iron Pact Ring;equipment;;1;;other;icons/equipment/finger/ring-ball-leaves-green.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.HczTRhiABT2sopuR;items.10
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;The Lightbringer;equipment;;1;;other;icons/sundries/books/book-tooled-eye-gold-red.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.bkieMAtVWJsHC0U4;actors.63.items.22
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;The Lightbringer;equipment;;1;;other;icons/sundries/books/book-tooled-eye-gold-red.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.rDPs1IPD4x9Tth9t;actors.70.items.14
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;The Vile Water;equipment;;1;;other;icons/consumables/potions/potion-bottle-labeled-medicine-capped-red-black.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.x0RXC8eq2PHZuWlB;items.12
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Tome of Ceremonies;equipment;;1;;other;icons/sundries/books/book-symbol-bat-red.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.La0Mjed99SnKcGua;actors.41.items.17
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Truth Serum;equipment;;1;;other;icons/consumables/potions/potion-jar-corked-labeled-red.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.irvtk730O1fHahwz;items.5
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Waybread;equipment;1 thaler;1;;other;icons/consumables/food/bowl-stew-brown.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.x20SUTMbZLJdi1TW;actors.40.items.7
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Waybread;equipment;1 thaler;1;;other;icons/consumables/food/bowl-stew-brown.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.lMBDpZ2Kq7EDMEQM;actors.49.items.7
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Weak Purple Sap;equipment;4 thaler;1;;other;icons/consumables/potions/potion-tube-corked-blue.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.7XhurynKRenTy1ep;items.6
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Whetstone;equipment;4 ortegs;1;;other;icons/commodities/stone/paver-cobble-white.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.BdLnvx9FbMRsVwbW;actors.24.items.5
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Wooden Figurine;equipment;;1;;other;icons/commodities/treasure/statue-bust-stone-grey.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.nNTEDe18bwmniueJ;actors.24.items.4
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Wooden Pipe;equipment;5 shillings;1;;other;icons/sundries/misc/pipe-wooden-curved-oak.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.ZjAibu7NyvoJBQYV;actors.70.items.15
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Worn copy of The Lightbringer (the holy book);equipment;;1;;other;icons/sundries/books/book-black-grey.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.fCF6RZQ1WNbTV9XR;actors.30.items.9
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Axe;weapon;;1;1handed;active;icons/weapons/axes/axe-battle-black.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.ctE7FUuVlnBG839B;actors.2.items.0
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Axe;weapon;;1;1handed;active;icons/weapons/axes/axe-battle-black.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.gUNZNZ6Z2mneR0Ev;actors.17.items.3
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Axe;weapon;;1;1handed;active;icons/weapons/axes/axe-battle-black.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.e43D2t9RkjbH3oOF;actors.32.items.1
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Axe;weapon;;1;1handed;other;icons/weapons/axes/axe-battle-black.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.KMEp2UPdzh46wQ22;actors.56.items.3
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;"Bastard Sword, two-handed grip";weapon;;1;heavy;active;icons/weapons/swords/sword-guard-brass-worn.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.XIi2HHLETPt1uovL;actors.67.items.11
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Bite;weapon;;1;unarmed;active;icons/creatures/abilities/mouth-teeth-long-red.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.b12bjPBsvOlm4Tj1;actors.19.items.8
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Bite;weapon;;1;unarmed;active;icons/creatures/abilities/mouth-teeth-long-red.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.ZNRywzIEljrVffgl;actors.43.items.9
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Bite;weapon;;1;unarmed;active;icons/creatures/abilities/mouth-teeth-long-red.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.04ENn4xrqdqH7CML;actors.57.items.5
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Black Spikes;weapon;;1;unarmed;active;icons/creatures/abilities/stinger-poison-green.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.avC8IZQLrjEY9G6g;actors.18.items.6
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Bow;weapon;;1;ranged;active;icons/weapons/bows/shortbow-arrows-black.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.jXyezVanZOv3zI16;actors.13.items.5
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Bow;weapon;;1;ranged;other;icons/weapons/bows/shortbow-arrows-black.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.OdHtMpCIjRm5ybU5;actors.49.items.4
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Bull Horns;weapon;;1;unarmed;active;icons/commodities/bones/horn-antler-brown-red.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.zG7KTco7oOO3Zg7q;actors.52.items.5
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Burnreaper Throwing Axe;weapon;;1;thrown;other;icons/weapons/axes/axe-battle-elemental-lava.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.47xZMR5COk65MIVl;items.31
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Chain with Hook;weapon;;1;long;active;icons/tools/fasteners/chain-hook-grey.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.fE0caQUEp6cN24kr;actors.3.items.2
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Claws;weapon;;1;unarmed;active;icons/creatures/claws/claw-hooked-curved.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.7BYKUWdw3z9mXZaS;actors.4.items.6
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Claws;weapon;;1;unarmed;active;icons/creatures/claws/claw-hooked-curved.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.ig2DqVCiNnRHsxiB;actors.7.items.3
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Claws;weapon;;1;unarmed;active;icons/creatures/claws/claw-hooked-curved.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.d9mzzGC3vdA0Mllj;actors.41.items.15
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Claws;weapon;;1;unarmed;active;icons/creatures/claws/claw-hooked-curved.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.zG7KTco7oOO3Zg7q;actors.51.items.5
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Claws;weapon;;1;unarmed;active;icons/creatures/claws/claw-hooked-curved.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.TX86UQIvf85PkDtt;actors.58.items.4
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Crossbow;weapon;;1;ranged;other;icons/weapons/crossbows/crossbow-loaded-black.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.GF1peojzpNxXbH3g;actors.32.items.0
